"""Atmos Mix Number""",AGTRightPosX:,AGTRightPosY:,AGTRightPosZ:,AGTLeftPosX:,AGTLeftPosY:,AGTLeftPosZ:
352,8.574643201,5.841204961,0.9241416141,8.574643201,-5.841204961,0.9241416141
353,8.473909844,6.659646529,1.197348791,8.473909844,-6.659646529,1.197348791
354,9.094292566,4.400627632,1.106145037,9.094292566,-4.400627632,1.106145037
355,8.083331891,5.286079023,1.842504021,8.083331891,-5.286079023,1.842504021
356,9.765391726,7.662464666,3.370291876,9.765391726,-7.662464666,3.370291876
357,9.600364206,6.74594058,2.678475403,9.600364206,-6.74594058,2.678475403
358,9.345674815,4.844651458,1.77659615,9.345674815,-4.844651458,1.77659615
359,9.931159444,4.503323135,1.628698652,9.931159444,-4.503323135,1.628698652
360,9.420329819,7.276821323,4.849399437,9.420329819,-7.276821323,4.849399437
361,9.537653595,4.139644656,0.2328502925,9.537653595,-4.139644656,0.2328502925
362,8.704198169,7.214574786,2.346367801,8.704198169,-7.214574786,2.346367801
363,9.874126166,5.09268991,3.99069756,9.874126166,-5.09268991,3.99069756
364,9.268472395,4.030684473,3.13360217,9.268472395,-4.030684473,3.13360217
365,9.797455901,7.303869277,3.466563751,9.797455901,-7.303869277,3.466563751
366,9.352253589,7.183451923,1.816742408,9.352253589,-7.183451923,1.816742408
367,9.817721585,4.349609474,0.5863334973,9.817721585,-4.349609474,0.5863334973
368,9.381498396,5.771504588,2.710887464,9.381498396,-5.771504588,2.710887464
369,8.227741667,6.812003995,0.8478523252,8.227741667,-6.812003995,0.8478523252
370,9.047748676,6.090905745,4.727900667,9.047748676,-6.090905745,4.727900667
371,8.743110705,7.186591541,0.8303013346,8.743110705,-7.186591541,0.8303013346
372,8.548559573,4.012196236,2.244977221,8.548559573,-4.012196236,2.244977221
373,9.25335381,5.28530032,3.738205724,9.25335381,-5.28530032,3.738205724
374,8.643913813,5.352060133,4.998109076,8.643913813,-5.352060133,4.998109076
375,8.366308541,6.686609278,1.763890864,8.366308541,-6.686609278,1.763890864
376,8.35259891,7.44935526,3.351288528,8.35259891,-7.44935526,3.351288528
377,8.639340018,4.19172556,2.764216023,8.639340018,-4.19172556,2.764216023
378,8.745219242,4.153432025,2.838090366,8.745219242,-4.153432025,2.838090366
379,8.531320383,4.406487212,3.29227076,8.531320383,-4.406487212,3.29227076
380,8.263180826,5.24164239,3.895908477,8.263180826,-5.24164239,3.895908477
381,9.258544408,5.487655354,3.024460779,9.258544408,-5.487655354,3.024460779
382,8.713818331,5.312859964,2.031992867,8.713818331,-5.312859964,2.031992867
383,8.757229189,7.835688152,0.4032453413,8.757229189,-7.835688152,0.4032453413
384,9.000288832,5.427360942,1.9200327,9.000288832,-5.427360942,1.9200327
385,8.987542344,7.212877632,1.154033878,8.987542344,-7.212877632,1.154033878
386,9.71163773,6.715699259,2.850000865,9.71163773,-6.715699259,2.850000865
387,8.783042531,4.607301466,3.712851523,8.783042531,-4.607301466,3.712851523
388,8.925499463,5.957913467,0.5940706114,8.925499463,-5.957913467,0.5940706114
389,8.560082174,4.403288858,1.453908254,8.560082174,-4.403288858,1.453908254
390,8.496436537,4.399672875,2.737516259,8.496436537,-4.399672875,2.737516259
391,8.440436922,4.374440174,4.570859696,8.440436922,-4.374440174,4.570859696
392,9.281394238,6.046479142,0.3136325434,9.281394238,-6.046479142,0.3136325434
393,9.974772995,6.064567792,0.1331345962,9.974772995,-6.064567792,0.1331345962
394,8.285860578,6.145920159,2.711970596,8.285860578,-6.145920159,2.711970596
395,9.733367882,7.706661852,1.003184955,9.733367882,-7.706661852,1.003184955
396,8.727024414,5.878907001,1.163868265,8.727024414,-5.878907001,1.163868265
397,8.883838926,5.454019792,1.208950135,8.883838926,-5.454019792,1.208950135
398,9.161720677,7.343945916,2.09071236,9.161720677,-7.343945916,2.09071236
399,9.614840572,6.927432695,0.9684132813,9.614840572,-6.927432695,0.9684132813
400,9.806696796,5.206480238,2.49913627,9.806696796,-5.206480238,2.49913627
401,9.282335562,6.546690079,4.763193147,9.282335562,-6.546690079,4.763193147
402,9.207427241,5.933323557,2.772044927,9.207427241,-5.933323557,2.772044927
403,8.624964758,6.505062944,4.762091145,8.624964758,-6.505062944,4.762091145
404,9.741301823,7.937859938,1.311740733,9.741301823,-7.937859938,1.311740733
405,9.772304626,6.31575076,3.062986686,9.772304626,-6.31575076,3.062986686
406,8.854716282,6.38516785,1.796375323,8.854716282,-6.38516785,1.796375323
407,8.290745484,6.425945307,3.915121825,8.290745484,-6.425945307,3.915121825
408,9.245857993,6.570174688,2.396479405,9.245857993,-6.570174688,2.396479405
409,9.693919473,4.3360728,2.519478895,9.693919473,-4.3360728,2.519478895
410,8.7615052,7.971544136,2.325565228,8.7615052,-7.971544136,2.325565228
411,8.986889765,4.920336652,4.60155864,8.986889765,-4.920336652,4.60155864
412,9.953900444,5.146877595,1.057006148,9.953900444,-5.146877595,1.057006148
413,8.495752819,6.223800266,4.580494134,8.495752819,-6.223800266,4.580494134
414,9.950920031,5.981139572,3.495958917,9.950920031,-5.981139572,3.495958917
415,9.81823659,6.977327863,4.396279857,9.81823659,-6.977327863,4.396279857
416,9.468793846,6.402650018,3.245516847,9.468793846,-6.402650018,3.245516847
417,8.858876887,5.553651113,1.43127158,8.858876887,-5.553651113,1.43127158
418,9.912238553,4.074679026,3.824196613,9.912238553,-4.074679026,3.824196613
419,9.008246829,4.277054058,2.204473244,9.008246829,-4.277054058,2.204473244
420,9.064003603,5.853285162,3.579026804,9.064003603,-5.853285162,3.579026804
421,9.294582418,6.149572806,2.812037133,9.294582418,-6.149572806,2.812037133
422,9.897697121,5.633722006,0.97480293,9.897697121,-5.633722006,0.97480293
423,9.264316636,4.484602664,2.32255886,9.264316636,-4.484602664,2.32255886
424,8.618812099,6.811143482,3.633516337,8.618812099,-6.811143482,3.633516337
425,9.20308304,7.023290943,3.351976864,9.20308304,-7.023290943,3.351976864
426,8.744812246,5.741634696,2.734674113,8.744812246,-5.741634696,2.734674113
427,9.639507376,5.291484209,4.884116957,9.639507376,-5.291484209,4.884116957
428,8.502919827,7.654426663,1.281475995,8.502919827,-7.654426663,1.281475995
429,8.710649037,7.739191675,0.5662459837,8.710649037,-7.739191675,0.5662459837
430,9.212070544,7.345688469,4.981970018,9.212070544,-7.345688469,4.981970018
431,9.521611616,7.156935851,1.394589998,9.521611616,-7.156935851,1.394589998
432,8.81282467,4.151173154,1.60889482,8.81282467,-4.151173154,1.60889482
433,8.995191503,6.612887437,2.065973789,8.995191503,-6.612887437,2.065973789
434,8.036544664,7.184389711,2.285549838,8.036544664,-7.184389711,2.285549838
435,9.554304396,6.392734541,0.6649678784,9.554304396,-6.392734541,0.6649678784
436,8.614825289,7.236535601,1.124488803,8.614825289,-7.236535601,1.124488803
437,8.26539812,5.904720165,1.590790332,8.26539812,-5.904720165,1.590790332
438,8.705195044,7.224305004,0.5259733118,8.705195044,-7.224305004,0.5259733118
439,8.531456237,7.051602948,2.217363864,8.531456237,-7.051602948,2.217363864
440,9.663948033,4.3645547,4.556978224,9.663948033,-4.3645547,4.556978224
441,8.076097949,7.048364065,2.189223149,8.076097949,-7.048364065,2.189223149
442,8.277321077,5.635799435,3.59022175,8.277321077,-5.635799435,3.59022175
443,8.604512429,4.020697423,1.154332615,8.604512429,-4.020697423,1.154332615
444,8.445049943,6.403303442,2.525476884,8.445049943,-6.403303442,2.525476884
445,8.24261206,6.95859476,1.244381745,8.24261206,-6.95859476,1.244381745
446,8.503828213,7.747264343,2.759676553,8.503828213,-7.747264343,2.759676553
447,9.504171812,4.788073284,0.5589783695,9.504171812,-4.788073284,0.5589783695
448,9.321803285,6.014927674,3.763566997,9.321803285,-6.014927674,3.763566997
449,8.259424201,5.591197646,1.070670273,8.259424201,-5.591197646,1.070670273
450,8.9596804,7.952565402,2.884525209,8.9596804,-7.952565402,2.884525209
451,9.901426084,5.541429156,4.724343246,9.901426084,-5.541429156,4.724343246
452,8.081220163,7.559770057,2.379389411,8.081220163,-7.559770057,2.379389411
453,8.833584258,5.181897378,0.4918340857,8.833584258,-5.181897378,0.4918340857
454,9.939111009,4.206598342,3.817647765,9.939111009,-4.206598342,3.817647765
455,8.519348647,6.574838911,3.898266892,8.519348647,-6.574838911,3.898266892
456,9.225829401,4.786416417,3.842087592,9.225829401,-4.786416417,3.842087592
457,8.910835237,6.97009261,2.151472368,8.910835237,-6.97009261,2.151472368
458,9.458867708,5.528997218,3.867169314,9.458867708,-5.528997218,3.867169314
459,9.15585011,6.420584805,3.773847872,9.15585011,-6.420584805,3.773847872
460,9.992570314,4.9171619,2.999200939,9.992570314,-4.9171619,2.999200939
461,9.402532451,7.717089493,2.304214725,9.402532451,-7.717089493,2.304214725
462,9.872970533,7.846194326,4.219247903,9.872970533,-7.846194326,4.219247903
463,8.38894638,5.689612611,0.6558358239,8.38894638,-5.689612611,0.6558358239
464,9.266921542,6.21105118,3.450111832,9.266921542,-6.21105118,3.450111832
465,8.714001995,5.957432078,4.489081285,8.714001995,-5.957432078,4.489081285
466,9.323165214,4.537189303,4.38129803,9.323165214,-4.537189303,4.38129803
467,8.409912485,4.295535392,1.08972887,8.409912485,-4.295535392,1.08972887
468,8.312735984,6.684301297,0.02740741651,8.312735984,-6.684301297,0.02740741651
469,9.13006374,6.675834719,0.7961176349,9.13006374,-6.675834719,0.7961176349
470,9.532457089,5.208539153,3.700735369,9.532457089,-5.208539153,3.700735369
471,8.166023747,5.553519562,2.75304449,8.166023747,-5.553519562,2.75304449
472,8.552706782,6.390573296,4.971025422,8.552706782,-6.390573296,4.971025422
473,9.131021717,6.981127925,4.403213983,9.131021717,-6.981127925,4.403213983
474,8.294813877,7.509238953,2.925458614,8.294813877,-7.509238953,2.925458614
475,9.793414325,7.586791131,1.577177839,9.793414325,-7.586791131,1.577177839
476,9.511340726,4.511214551,3.619312045,9.511340726,-4.511214551,3.619312045
477,8.79250383,6.352534094,4.682089129,8.79250383,-6.352534094,4.682089129
478,8.422328682,6.20631766,2.589668411,8.422328682,-6.20631766,2.589668411
479,8.18191097,6.539909058,3.393458638,8.18191097,-6.539909058,3.393458638
480,9.471770553,5.47825073,2.086625871,9.471770553,-5.47825073,2.086625871
481,9.565109326,5.162497599,1.450741571,9.565109326,-5.162497599,1.450741571
482,8.881838446,7.277130928,1.732257667,8.881838446,-7.277130928,1.732257667
483,9.437527847,5.289356693,1.87845945,9.437527847,-5.289356693,1.87845945
484,8.399689604,7.450561029,2.448881571,8.399689604,-7.450561029,2.448881571
485,9.934903121,6.434199254,2.884237177,9.934903121,-6.434199254,2.884237177
486,8.386194745,6.434488966,1.08488541,8.386194745,-6.434488966,1.08488541
487,8.994636932,7.658409363,3.211307744,8.994636932,-7.658409363,3.211307744
488,9.252145214,7.686328216,0.4164332038,9.252145214,-7.686328216,0.4164332038
489,8.733371314,6.170790066,2.186527327,8.733371314,-6.170790066,2.186527327
490,8.801088427,7.285912364,4.402986614,8.801088427,-7.285912364,4.402986614
491,8.178655812,5.584642939,1.649695459,8.178655812,-5.584642939,1.649695459
492,9.915881601,6.70251024,1.337955491,9.915881601,-6.70251024,1.337955491
493,8.195532177,7.097288403,1.373056967,8.195532177,-7.097288403,1.373056967
494,9.386532104,6.238466971,0.05534535801,9.386532104,-6.238466971,0.05534535801
495,9.131423789,7.254852575,4.181478189,9.131423789,-7.254852575,4.181478189
496,9.709374272,6.584737014,2.649491538,9.709374272,-6.584737014,2.649491538
497,9.257475469,7.284987807,1.417246837,9.257475469,-7.284987807,1.417246837
498,9.112807097,7.295783985,2.336497721,9.112807097,-7.295783985,2.336497721
499,8.185264424,7.913560312,1.51519988,8.185264424,-7.913560312,1.51519988
500,9.634653362,6.408691128,4.559586948,9.634653362,-6.408691128,4.559586948
501,8.039678515,6.88213068,1.57350219,8.039678515,-6.88213068,1.57350219
502,9.073885623,6.054028195,3.221109903,9.073885623,-6.054028195,3.221109903
503,9.008061362,7.867692676,1.93557356,9.008061362,-7.867692676,1.93557356
504,8.379464073,7.456689689,0.8444464268,8.379464073,-7.456689689,0.8444464268
505,8.980028745,7.053509525,1.905219117,8.980028745,-7.053509525,1.905219117
506,8.367041549,6.488732402,0.4406117449,8.367041549,-6.488732402,0.4406117449
507,9.140502421,6.151418885,3.968896899,9.140502421,-6.151418885,3.968896899
508,8.447267194,4.760838004,3.116299898,8.447267194,-4.760838004,3.116299898
509,8.66055816,5.235562583,1.918334744,8.66055816,-5.235562583,1.918334744
510,8.715565634,6.534574757,1.829747129,8.715565634,-6.534574757,1.829747129
511,8.907974117,7.381544102,3.378572457,8.907974117,-7.381544102,3.378572457
512,8.732035696,7.476784344,4.823676227,8.732035696,-7.476784344,4.823676227
513,9.014474885,7.942437406,4.729281839,9.014474885,-7.942437406,4.729281839
514,9.582205976,4.995328584,3.864338297,9.582205976,-4.995328584,3.864338297
515,8.11341882,5.525260282,4.742352048,8.11341882,-5.525260282,4.742352048
516,9.356754902,6.689759572,0.5440410814,9.356754902,-6.689759572,0.5440410814
517,9.305153566,6.612402933,0.3807835021,9.305153566,-6.612402933,0.3807835021
518,8.554155133,6.98137442,4.19143902,8.554155133,-6.98137442,4.19143902
519,9.403792683,7.618462829,2.750616432,9.403792683,-7.618462829,2.750616432
520,9.65898955,7.477243753,1.837259834,9.65898955,-7.477243753,1.837259834
521,9.036326083,5.362895366,3.759741341,9.036326083,-5.362895366,3.759741341
522,9.376110882,5.857316563,3.739191072,9.376110882,-5.857316563,3.739191072
523,9.751591931,4.914245668,3.408949068,9.751591931,-4.914245668,3.408949068
524,8.833831269,6.400254835,3.042609103,8.833831269,-6.400254835,3.042609103
525,8.782791164,4.026390655,2.068542571,8.782791164,-4.026390655,2.068542571
526,8.166139073,4.592404988,3.686074225,8.166139073,-4.592404988,3.686074225
527,9.104243276,4.507597832,0.5284579603,9.104243276,-4.507597832,0.5284579603
528,8.933995429,6.067914708,3.922562943,8.933995429,-6.067914708,3.922562943
529,8.823539482,5.468202517,3.95442849,8.823539482,-5.468202517,3.95442849
530,9.069770534,4.44161933,1.167878267,9.069770534,-4.44161933,1.167878267
531,9.927981514,5.173725896,3.243742432,9.927981514,-5.173725896,3.243742432
532,9.67878854,7.017601018,0.9833423864,9.67878854,-7.017601018,0.9833423864
533,8.414270309,4.941210042,2.211142535,8.414270309,-4.941210042,2.211142535
534,9.890968113,6.045426863,0.1056063163,9.890968113,-6.045426863,0.1056063163
535,9.109166314,4.973836308,0.8111009647,9.109166314,-4.973836308,0.8111009647
536,9.83811974,7.875651116,0.6352223169,9.83811974,-7.875651116,0.6352223169
537,9.553851691,7.111427042,4.432891123,9.553851691,-7.111427042,4.432891123
538,8.084301039,5.321384647,4.948649326,8.084301039,-5.321384647,4.948649326
539,8.474817694,5.123617971,1.608517775,8.474817694,-5.123617971,1.608517775
540,8.83468494,5.611239337,0.09484612077,8.83468494,-5.611239337,0.09484612077
541,8.179356612,7.392229424,1.1227233,8.179356612,-7.392229424,1.1227233
542,9.900869431,7.930909301,0.4449599487,9.900869431,-7.930909301,0.4449599487
543,8.055478244,4.686067736,4.084163739,8.055478244,-4.686067736,4.084163739
544,8.646903256,6.66870782,1.077311215,8.646903256,-6.66870782,1.077311215
545,8.866884059,4.353965357,3.535756254,8.866884059,-4.353965357,3.535756254
546,8.451222195,7.639697691,4.773580153,8.451222195,-7.639697691,4.773580153
547,9.137338159,7.841713763,3.381591033,9.137338159,-7.841713763,3.381591033
548,8.097139792,4.861282637,1.877540072,8.097139792,-4.861282637,1.877540072
549,8.320452306,7.229577271,3.9722417,8.320452306,-7.229577271,3.9722417
550,9.98171733,7.550435009,1.504765666,9.98171733,-7.550435009,1.504765666
551,8.136887306,5.805692479,3.507496918,8.136887306,-5.805692479,3.507496918
552,9.174201736,5.131768888,0.3984650711,9.174201736,-5.131768888,0.3984650711
553,8.198831056,6.915772018,4.326290727,8.198831056,-6.915772018,4.326290727
554,9.75647467,4.971584371,2.889077977,9.75647467,-4.971584371,2.889077977
555,9.380186399,4.902544333,1.201877414,9.380186399,-4.902544333,1.201877414
556,8.16604739,5.63347007,4.047808535,8.16604739,-5.63347007,4.047808535
557,9.160255315,6.373181696,4.443143999,9.160255315,-6.373181696,4.443143999
558,9.595275498,6.596208563,2.919203711,9.595275498,-6.596208563,2.919203711
559,8.980177646,6.875999252,4.120586376,8.980177646,-6.875999252,4.120586376
560,9.068101336,6.057235459,2.195750674,9.068101336,-6.057235459,2.195750674
561,9.397543685,4.957864251,0.2411936799,9.397543685,-4.957864251,0.2411936799
562,8.338465951,6.699930232,3.456885366,8.338465951,-6.699930232,3.456885366
563,9.17928395,7.202426918,2.546761767,9.17928395,-7.202426918,2.546761767
564,8.984522274,7.728194991,3.062533803,8.984522274,-7.728194991,3.062533803
565,8.391220597,4.970397343,2.614535746,8.391220597,-4.970397343,2.614535746
566,8.293124357,7.227292773,0.4722400147,8.293124357,-7.227292773,0.4722400147
567,8.760872571,5.993037115,0.6102741765,8.760872571,-5.993037115,0.6102741765
568,9.054221951,6.718398354,4.488059389,9.054221951,-6.718398354,4.488059389
569,8.125821274,5.587727979,1.847650439,8.125821274,-5.587727979,1.847650439
570,9.060456644,4.920941372,0.1038672091,9.060456644,-4.920941372,0.1038672091
571,8.431988454,4.011317698,4.913301738,8.431988454,-4.011317698,4.913301738
572,9.810388803,7.069228772,2.024793887,9.810388803,-7.069228772,2.024793887
573,9.594635369,5.346845311,3.645878189,9.594635369,-5.346845311,3.645878189
574,9.052584987,5.058199326,0.8155343048,9.052584987,-5.058199326,0.8155343048
575,8.441090432,7.398606127,0.5353260883,8.441090432,-7.398606127,0.5353260883
576,8.821720754,5.190121042,3.190804599,8.821720754,-5.190121042,3.190804599
577,8.060723817,5.478248302,1.913680729,8.060723817,-5.478248302,1.913680729
578,8.477600668,7.894770545,3.398860509,8.477600668,-7.894770545,3.398860509
579,9.118350361,4.892097037,1.622293903,9.118350361,-4.892097037,1.622293903
580,8.965526753,6.597768059,3.521506266,8.965526753,-6.597768059,3.521506266
581,8.247121548,4.641091364,0.09724507592,8.247121548,-4.641091364,0.09724507592
582,9.604952967,4.57545717,4.951300941,9.604952967,-4.57545717,4.951300941
583,9.512405617,6.635992458,1.15238001,9.512405617,-6.635992458,1.15238001
584,9.747308301,4.382656428,3.266706895,9.747308301,-4.382656428,3.266706895
585,8.396716993,4.990790719,2.248810915,8.396716993,-4.990790719,2.248810915
586,8.718950611,6.056934586,1.244867712,8.718950611,-6.056934586,1.244867712
587,8.846281017,4.12791057,2.014736156,8.846281017,-4.12791057,2.014736156
588,9.70838615,7.137428616,3.193798284,9.70838615,-7.137428616,3.193798284
589,9.972376797,6.013786402,1.967169019,9.972376797,-6.013786402,1.967169019
590,9.32635417,7.49778522,4.093405804,9.32635417,-7.49778522,4.093405804
591,8.126526581,6.409072308,4.237803936,8.126526581,-6.409072308,4.237803936
592,9.152590063,4.554224254,3.978445394,9.152590063,-4.554224254,3.978445394
593,9.660463039,6.193057587,2.022102615,9.660463039,-6.193057587,2.022102615
594,9.904741985,5.606147754,1.424876124,9.904741985,-5.606147754,1.424876124
595,8.913444052,4.298192685,1.06021481,8.913444052,-4.298192685,1.06021481
596,9.174983234,5.495811647,1.090886163,9.174983234,-5.495811647,1.090886163
597,8.295967937,7.321895351,4.780109644,8.295967937,-7.321895351,4.780109644
598,9.761534934,5.595492707,2.769978773,9.761534934,-5.595492707,2.769978773
599,8.996603985,4.285410687,4.549996572,8.996603985,-4.285410687,4.549996572
600,9.29004529,4.067972916,0.9189599357,9.29004529,-4.067972916,0.9189599357
601,9.345069404,6.162345597,3.514568256,9.345069404,-6.162345597,3.514568256
602,9.41926787,5.684196129,1.789584342,9.41926787,-5.684196129,1.789584342
603,8.518683266,4.643995927,4.646750901,8.518683266,-4.643995927,4.646750901
604,9.833690984,4.068267538,4.108244035,9.833690984,-4.068267538,4.108244035
605,9.660988352,7.148638472,2.305574531,9.660988352,-7.148638472,2.305574531
606,9.350899859,6.484733668,0.2808232821,9.350899859,-6.484733668,0.2808232821
607,8.951981066,6.383978385,3.82666077,8.951981066,-6.383978385,3.82666077
608,8.752956461,5.158950734,3.745181291,8.752956461,-5.158950734,3.745181291
609,9.371607969,5.964827705,2.513005116,9.371607969,-5.964827705,2.513005116
610,8.859657289,4.163478412,4.825315525,8.859657289,-4.163478412,4.825315525
611,9.255798783,4.863252523,3.071633824,9.255798783,-4.863252523,3.071633824
612,9.399135188,5.209481541,4.060842613,9.399135188,-5.209481541,4.060842613
613,9.962391948,5.079770994,1.740924376,9.962391948,-5.079770994,1.740924376
614,9.431108434,5.912239804,2.872905298,9.431108434,-5.912239804,2.872905298
615,8.529198921,6.188113849,3.461580903,8.529198921,-6.188113849,3.461580903
616,8.504601279,6.476712591,4.79097442,8.504601279,-6.476712591,4.79097442
617,9.885717471,4.701485938,1.802279302,9.885717471,-4.701485938,1.802279302
618,9.980868982,6.057836799,4.590401225,9.980868982,-6.057836799,4.590401225
619,8.52248447,7.976592447,1.502775863,8.52248447,-7.976592447,1.502775863
620,9.650510256,4.638506887,2.192240802,9.650510256,-4.638506887,2.192240802
621,9.357817033,6.116825514,0.4398932761,9.357817033,-6.116825514,0.4398932761
622,9.079544279,5.046156763,0.2472010005,9.079544279,-5.046156763,0.2472010005
623,8.482069451,4.624353687,0.2554370744,8.482069451,-4.624353687,0.2554370744
624,9.22201967,5.16918617,4.985073944,9.22201967,-5.16918617,4.985073944
625,8.397101034,5.011319911,2.463090639,8.397101034,-5.011319911,2.463090639
626,9.457213773,5.572304922,0.2583150396,9.457213773,-5.572304922,0.2583150396
627,8.977239303,6.904343053,2.430117716,8.977239303,-6.904343053,2.430117716
628,9.099626189,7.142870171,2.170310428,9.099626189,-7.142870171,2.170310428
629,8.612711005,4.11794196,4.518855762,8.612711005,-4.11794196,4.518855762
630,8.872968921,4.28860905,1.260186735,8.872968921,-4.28860905,1.260186735
631,8.593627658,4.547757732,0.8851849472,8.593627658,-4.547757732,0.8851849472
632,9.149668721,4.273422361,4.749792812,9.149668721,-4.273422361,4.749792812
633,9.769731997,5.422454816,3.932249049,9.769731997,-5.422454816,3.932249049
634,8.780717714,5.807396082,1.755837769,8.780717714,-5.807396082,1.755837769
635,9.677064226,4.395335245,1.376616302,9.677064226,-4.395335245,1.376616302
636,8.953999268,4.847374197,4.870375709,8.953999268,-4.847374197,4.870375709
637,8.737570179,4.156910957,0.9228717929,8.737570179,-4.156910957,0.9228717929
638,8.130672168,6.125618232,4.93325087,8.130672168,-6.125618232,4.93325087
639,8.672776802,5.774352801,1.986534325,8.672776802,-5.774352801,1.986534325
640,8.158277807,6.178856445,3.806287469,8.158277807,-6.178856445,3.806287469
641,9.070580346,7.941775842,0.03249591612,9.070580346,-7.941775842,0.03249591612
642,8.116638468,5.133557828,4.234536274,8.116638468,-5.133557828,4.234536274
643,9.028758315,4.948141622,3.388346996,9.028758315,-4.948141622,3.388346996
644,8.320299513,7.31322247,4.496547695,8.320299513,-7.31322247,4.496547695
645,8.175105866,4.691054904,0.7835402017,8.175105866,-4.691054904,0.7835402017
646,8.712432623,4.530000148,4.133308546,8.712432623,-4.530000148,4.133308546
647,8.118438215,7.801321196,3.994057413,8.118438215,-7.801321196,3.994057413
648,8.20421625,5.928703129,0.06215852071,8.20421625,-5.928703129,0.06215852071
649,9.78467178,6.273712342,4.428898433,9.78467178,-6.273712342,4.428898433
650,9.436447549,4.251417415,4.36383582,9.436447549,-4.251417415,4.36383582
651,8.186625483,6.365371045,4.073250069,8.186625483,-6.365371045,4.073250069
652,9.093467111,5.73309194,1.842036887,9.093467111,-5.73309194,1.842036887
653,8.295149829,5.428571484,3.150693255,8.295149829,-5.428571484,3.150693255
654,8.941600099,7.432864749,0.5379030073,8.941600099,-7.432864749,0.5379030073
655,8.934018509,4.355557508,3.133457015,8.934018509,-4.355557508,3.133457015
656,8.884686362,7.125112035,4.007169201,8.884686362,-7.125112035,4.007169201
657,8.404292564,5.058797529,0.2188510514,8.404292564,-5.058797529,0.2188510514
658,8.748591009,4.953443487,2.683968513,8.748591009,-4.953443487,2.683968513
659,8.029405388,7.581644685,0.2080538764,8.029405388,-7.581644685,0.2080538764
660,9.47680983,6.487776725,1.739223259,9.47680983,-6.487776725,1.739223259
661,8.455111517,7.785965909,4.429962402,8.455111517,-7.785965909,4.429962402
662,9.72361228,7.779345745,0.7480708926,9.72361228,-7.779345745,0.7480708926
663,9.575006753,6.911220451,2.2105272,9.575006753,-6.911220451,2.2105272
664,9.284053949,4.203707165,1.292862839,9.284053949,-4.203707165,1.292862839
665,8.900152455,5.522628557,4.612713872,8.900152455,-5.522628557,4.612713872
666,9.747340712,4.602648434,2.507078319,9.747340712,-4.602648434,2.507078319
667,9.349239957,6.405879044,1.182905638,9.349239957,-6.405879044,1.182905638
668,9.578395008,6.330030629,3.000266422,9.578395008,-6.330030629,3.000266422
669,8.383799629,7.826195121,0.1082469451,8.383799629,-7.826195121,0.1082469451
670,9.430259003,7.684182267,4.662256861,9.430259003,-7.684182267,4.662256861
671,9.512513884,7.316903328,2.091336725,9.512513884,-7.316903328,2.091336725
672,9.806629262,7.843137314,2.421860774,9.806629262,-7.843137314,2.421860774
673,9.082317807,5.925852126,0.9121192955,9.082317807,-5.925852126,0.9121192955
674,9.700049087,7.343956988,2.1047636,9.700049087,-7.343956988,2.1047636
675,8.38548885,5.818500542,3.803240857,8.38548885,-5.818500542,3.803240857
676,9.029047436,6.461230392,0.3990363672,9.029047436,-6.461230392,0.3990363672
677,8.14642028,6.568151032,1.599116418,8.14642028,-6.568151032,1.599116418
678,8.620005564,5.202780425,3.474555703,8.620005564,-5.202780425,3.474555703
679,8.895567229,6.673048443,2.018167263,8.895567229,-6.673048443,2.018167263
680,8.191210519,7.275259813,4.722621342,8.191210519,-7.275259813,4.722621342
681,9.358728027,6.205800449,1.242978291,9.358728027,-6.205800449,1.242978291
682,8.893119665,6.063865939,3.17033948,8.893119665,-6.063865939,3.17033948
683,8.336205981,4.464216386,4.218422462,8.336205981,-4.464216386,4.218422462
684,9.067266671,7.766487321,4.495146007,9.067266671,-7.766487321,4.495146007
685,8.448564523,7.558105349,2.290179335,8.448564523,-7.558105349,2.290179335
686,8.164688544,6.233377402,0.9105643613,8.164688544,-6.233377402,0.9105643613
687,8.19497217,6.60023142,3.155736778,8.19497217,-6.60023142,3.155736778
688,8.402702566,4.261585357,3.035441293,8.402702566,-4.261585357,3.035441293
689,8.899107338,7.200402093,4.750218328,8.899107338,-7.200402093,4.750218328
690,9.457005978,6.114019563,4.794100718,9.457005978,-6.114019563,4.794100718
691,9.980089661,7.980967577,1.996681496,9.980089661,-7.980967577,1.996681496
692,8.036375236,6.473830718,1.35086748,8.036375236,-6.473830718,1.35086748
693,8.536997598,4.593743232,3.124446973,8.536997598,-4.593743232,3.124446973
694,8.852895944,5.065934698,2.564125423,8.852895944,-5.065934698,2.564125423
695,9.211553841,4.038938878,1.012240484,9.211553841,-4.038938878,1.012240484
696,9.596123374,6.501606767,1.785482377,9.596123374,-6.501606767,1.785482377
697,8.712084579,7.844994275,2.211282631,8.712084579,-7.844994275,2.211282631
698,9.890551179,6.814326443,3.43986557,9.890551179,-6.814326443,3.43986557
699,9.041718872,6.805688203,2.615890946,9.041718872,-6.805688203,2.615890946
700,9.739211384,6.503088693,0.441712652,9.739211384,-6.503088693,0.441712652
701,9.455062492,7.491409464,4.297726671,9.455062492,-7.491409464,4.297726671
702,9.040344363,6.093384315,4.448242964,9.040344363,-6.093384315,4.448242964
703,9.331591092,7.721465435,3.629738799,9.331591092,-7.721465435,3.629738799
704,8.848310695,5.238637726,2.368601129,8.848310695,-5.238637726,2.368601129
705,9.643333591,4.732659569,4.275423456,9.643333591,-4.732659569,4.275423456
